,date,time,currency,impact,event,actual,forecast,previous
338,2023-04-18,22:30,CAD,High,BOC Gov Macklem Speaks,,,
339,2023-04-18,16:15,GBP,Low,30-y Bond Auction,,,3.86|2.7
340,2023-04-17, ,CAD,Low,Wholesale Sales m/m,,-1.6%,6.1%
341,2023-04-17,5:30,NZD,Low,BusinessNZ Services Index,,,55.8
342,2023-04-17,5:45,NZD,Low,FPI m/m,,,1.5%
343,2023-04-17,19:30,CAD,Low,Foreign Securities Purchases,4.62B,6.28B,4.20B
344,2023-04-17, ,USD,High,Empire State Manufacturing Index,10.8,-17.7,-24.6
345,2023-04-17,21:00,USD,Low,NAHB Housing Market Index,,45,44
346,2023-04-17,21:30,AUD,Low,CB Leading Index m/m,,,-0.1%
347,2023-04-17,22:00,EUR,Medium,ECB President Lagarde Speaks,,,
348,2023-04-17,20:00,GBP,Low,MPC Member Cunliffe Speaks,,,
349,2023-04-16,Day 7,All,Low,IMF Meetings,,,
350,2023-04-15,Day 6,All,Low,IMF Meetings,,,
351,2023-04-15,1:15,EUR,Low,German Buba President Nagel Speaks,,,
352,2023-04-14, ,USD,High,Retail Sales m/m,-1.0%,-0.4%,-0.2%
353,2023-04-14,13:30,CHF,Low,PPI m/m,0.2%,0.1%,-0.2%
354,2023-04-14,19:30,CAD,Low,Manufacturing Sales m/m,-3.6%,-2.5%,4.5%
355,2023-04-14,13:45,EUR,Low,French Final CPI m/m,0.9%,0.8%,0.8%
356,2023-04-14,0:01,USD,Medium,30-y Bond Auction,,,3.88|2.4
357,2023-04-14,1:00,EUR,Low,German Buba President Nagel Speaks,,,
358,2023-04-14,13:00,EUR,Low,German WPI m/m,,0.2%,0.1%
359,2023-04-14,5:45,NZD,Low,Visitor Arrivals m/m,,,-26.3%
360,2023-04-14,5:30,NZD,Low,BusinessNZ Manufacturing Index,,,51.7
361,2023-04-14, ,USD,High,Core Retail Sales m/m,-0.8%,-0.4%,0.0%
362,2023-04-14, ,USD,Low,Industrial Production m/m,0.4%,0.3%,0.2%
363,2023-04-14, ,USD,Low,Import Prices m/m,-0.6%,-0.1%,-0.2%
364,2023-04-14,20:15,USD,Low,Capacity Utilization Rate,79.8%,79.1%,79.6%
365,2023-04-14,21:00,USD,High,Prelim UoM Consumer Sentiment,63.5,62.0,62.0
366,2023-04-14, ,USD,Medium,Prelim UoM Inflation Expectations,,,3.6%
367,2023-04-14, ,USD,Low,Business Inventories m/m,,0.2%,-0.2%
368,2023-04-14,Day 5,All,Low,IMF Meetings,,,
369,2023-04-14,22:30,GBP,Low,MPC Member Tenreyro Speaks,,,
370,2023-04-14,19:45,USD,Medium,FOMC Member Waller Speaks,,,
371,2023-04-13, ,AUD,High,Unemployment Rate,3.5%,3.6%,3.5%
372,2023-04-13, ,GBP,Low,Index of Services 3m/3m,0.1%,-0.1%,0.1%
373,2023-04-13, ,GBP,Low,Goods Trade Balance,-17.5B,-16.9B,-16.1B
374,2023-04-13, ,GBP,Low,Construction Output m/m,2.4%,0.9%,-1.7%
375,2023-04-13, ,GBP,High,GDP m/m,0.0%,0.1%,0.4%
376,2023-04-13,13:00,EUR,Low,German Final CPI m/m,,0.8%,0.8%
377,2023-04-13,10:24,CNY,Low,USD-Denominated Trade Balance,88.2B,40.0B,116.9B
378,2023-04-13,9:56,AUD,Low,MI Inflation Expectations,,,5.0%
379,2023-04-13,2:15,GBP,High,BOE Gov Bailey Speaks,,,
380,2023-04-13,8:30,AUD,High,Employment Change,53.0K,20.8K,63.6K
381,2023-04-13,6:50,JPY,Low,M2 Money Stock y/y,2.6%,2.5%,2.6%
382,2023-04-13,6:01,GBP,Low,RICS House Price Balance,-43%,-47%,-47%
383,2023-04-13, ,USD,Low,Federal Budget Balance,-378.1B,-309.5B,-262.4B
384,2023-04-13,1:00,USD,High,FOMC Meeting Minutes,,,
385,2023-04-13,0:01,USD,Medium,10-y Bond Auction,,,3.99|2.4
386,2023-04-13, ,GBP,Low,Manufacturing Production m/m,0.0%,0.2%,-0.1%
387,2023-04-13, ,GBP,Low,Industrial Production m/m,-0.2%,0.2%,-0.5%
388,2023-04-13,10:25,CNY,Low,Trade Balance,601B,275B,810B
389,2023-04-13,15:00,EUR,Low,Italian Industrial Production m/m,-0.2%,0.5%,-0.5%
390,2023-04-13, ,USD,High,PPI m/m,-0.5%,0.0%,0.0%
391,2023-04-13,Day 2,All,Medium,G20 Meetings,,,
392,2023-04-13,21:30,USD,Low,Natural Gas Storage,,25B,-23B
393,2023-04-13,Day 4,All,Low,IMF Meetings,,,
394,2023-04-13,20:30,GBP,Low,CB Leading Index m/m,,,-0.5%
395,2023-04-13, ,GBP,Low,MPC Member Pill Speaks,,,
396,2023-04-13,20:00,CAD,High,BOC Gov Macklem Speaks,,,
397,2023-04-13, ,USD,High,Unemployment Claims,239K,233K,228K
398,2023-04-13,15:30,GBP,Low,BOE Credit Conditions Survey,,,
399,2023-04-13,19:30,USD,High,Core PPI m/m,-0.1%,0.2%,0.2%
400,2023-04-13,18:45,EUR,Low,German Buba President Nagel Speaks,,,
401,2023-04-13,18:08,GBP,Low,NIESR GDP Estimate,,,0.1%
402,2023-04-13,16:02,GBP,Low,10-y Bond Auction,,,3.50|2.4
403,2023-04-13,16:00,EUR,Low,Industrial Production m/m,1.5%,0.9%,1.0%
404,2023-04-13,15:48,EUR,Low,Spanish 10-y Bond Auction,,,3.36|1.6
405,2023-04-12, ,USD,High,CPI y/y,5.0%,5.1%,6.0%
406,2023-04-12,0:30,USD,Low,FOMC Member Goolsbee Speaks,,,
407,2023-04-12,5:00,USD,Medium,FOMC Member Harker Speaks,,,
408,2023-04-12,6:30,USD,Low,FOMC Member Kashkari Speaks,,,
409,2023-04-12, ,JPY,Low,Core Machinery Orders m/m,-4.5%,-6.4%,9.5%
410,2023-04-12, ,JPY,Low,PPI y/y,,7.1%,8.3%
411,2023-04-12,23:45,AUD,Low,RBA Deputy Gov Bullock Speaks,,,
412,2023-04-12,16:37,EUR,Low,German 30-y Bond Auction,,,2.32|1.1
413,2023-04-12,19:30,USD,High,CPI m/m,0.1%,0.2%,0.4%
414,2023-04-12,6:50,JPY,Low,Bank Lending y/y,3.0%,3.5%,3.3%
415,2023-04-12, ,USD,High,Core CPI m/m,,0.4%,0.5%
416,2023-04-12,21:00,CAD,High,BOC Monetary Policy Report,,,
417,2023-04-12, ,CAD,High,BOC Rate Statement,,,
418,2023-04-12, ,CAD,High,Overnight Rate,,4.50%,4.50%
419,2023-04-12,Day 3,All,Low,IMF Meetings,,,
420,2023-04-12,21:30,USD,Low,Crude Oil Inventories,0.6M,-1.0M,-3.7M
421,2023-04-12,22:00,CAD,High,BOC Press Conference,,,
422,2023-04-12,Day 1,All,Medium,G20 Meetings,,,
423,2023-04-12,20:00,GBP,High,BOE Gov Bailey Speaks,,,
424,2023-04-11,12:58,JPY,Low,Prelim Machine Tool Orders y/y,,,-10.7%
425,2023-04-11,3:15,USD,Low,FOMC Member Williams Speaks,,,
426,2023-04-11,6:01,GBP,Low,BRC Retail Sales Monitor y/y,4.9%,5.1%,4.9%
427,2023-04-11,7:30,AUD,Low,Westpac Consumer Sentiment,,,0.0%
428,2023-04-11,8:30,AUD,Low,NAB Business Confidence,,,-4
429,2023-04-11, ,CNY,Low,CPI y/y,0.7%,1.0%,1.0%
430,2023-04-11, ,CNY,Low,PPI y/y,,-2.5%,-1.4%
431,2023-04-11,15:31,CNY,Medium,New Loans,3890B,3300B,1810B
432,2023-04-11,15:30,EUR,Low,Sentix Investor Confidence,-8.7,-11.7,-11.1
433,2023-04-11, ,CNY,Low,M2 Money Supply y/y,,12.7%,12.9%
434,2023-04-11,16:00,EUR,Low,Retail Sales m/m,,-0.8%,0.8%
435,2023-04-11,17:00,USD,Low,NFIB Small Business Index,,89.6,90.9
436,2023-04-11,Day 2,All,Low,IMF Meetings,,,
437,2023-04-10,All Day,GBP,Non-Economic,Bank Holiday,,,
438,2023-04-10,All Day,NZD,Non-Economic,Bank Holiday,,,
439,2023-04-10,All Day,AUD,Non-Economic,Bank Holiday,,,
440,2023-04-10,6:50,JPY,Low,Current Account,1.09T,1.43T,0.20T
441,2023-04-10,12:00,JPY,Low,Consumer Confidence,33.9,31.9,31.1
442,2023-04-10,13:00,JPY,Low,Economy Watchers Sentiment,53.3,52.9,52.0
443,2023-04-10,All Day,CHF,Non-Economic,Bank Holiday,,,
444,2023-04-10,All Day,EUR,Non-Economic,French Bank Holiday,,,
445,2023-04-10,All Day,EUR,Non-Economic,German Bank Holiday,,,
446,2023-04-10,All Day,EUR,Non-Economic,Italian Bank Holiday,,,
447,2023-04-10,21:00,USD,Low,Final Wholesale Inventories m/m,0.1%,0.2%,0.2%
448,2023-04-10,Day 1,All,Low,IMF Meetings,,,
449,2023-04-08,2:00,USD,Low,Consumer Credit m/m,15.3B,18.3B,19.5B
450,2023-04-07,13:45,EUR,Low,French Trade Balance,-9.9B,-11.8B,-12.5B
451,2023-04-07,All Day,NZD,Non-Economic,Bank Holiday,,,
452,2023-04-07,All Day,AUD,Non-Economic,Bank Holiday,,,
453,2023-04-07,6:30,JPY,Low,Average Cash Earnings y/y,1.1%,1.2%,0.8%
454,2023-04-07, ,JPY,Low,Household Spending y/y,1.6%,4.9%,-0.3%
455,2023-04-07,23:59,JPY,Low,Leading Indicators,,97.5%,96.6%
456,2023-04-07,All Day,CHF,Non-Economic,Bank Holiday,,,
457,2023-04-07,All Day,GBP,Non-Economic,Bank Holiday,,,
458,2023-04-07,All Day,EUR,Non-Economic,German Bank Holiday,,,
459,2023-04-07,All Day,CAD,Non-Economic,Bank Holiday,,,
460,2023-04-07,19:30,USD,High,Average Hourly Earnings m/m,,0.3%,0.2%
461,2023-04-07, ,USD,High,Non-Farm Employment Change,236K,228K,326K
462,2023-04-07, ,USD,High,Unemployment Rate,3.5%,3.6%,3.6%
463,2023-04-06,14:00,CHF,Low,Foreign Currency Reserves,,,770B
464,2023-04-06,8:00,NZD,Low,ANZ Commodity Prices m/m,,,1.4%
465,2023-04-06,8:30,AUD,Low,RBA Financial Stability Review,,,
466,2023-04-06, ,AUD,Low,Trade Balance,13.87B,11.33B,11.27B
467,2023-04-06,8:45,CNY,Low,Caixin Services PMI,57.8,55.0,55.0
468,2023-04-06,10:35,JPY,Low,30-y Bond Auction,,,1.42|3.0
469,2023-04-06,12:45,CHF,Low,Unemployment Rate,,1.9%,1.9%
470,2023-04-06,13:00,EUR,Low,German Industrial Production m/m,2.0%,-0.1%,3.7%
471,2023-04-06, ,GBP,Low,Halifax HPI m/m,0.8%,-0.5%,1.2%
472,2023-04-06, ,CAD,High,Unemployment Rate,5.0%,5.1%,5.0%
473,2023-04-06,15:30,GBP,Low,Construction PMI,50.7,53.4,54.6
474,2023-04-06,16:05,EUR,Low,French 10-y Bond Auction,,,3.20|2.3
475,2023-04-06,18:30,USD,Low,Challenger Job Cuts y/y,,,410.1%
476,2023-04-06,19:30,CAD,High,Employment Change,34.7K,10.2K,21.8K
477,2023-04-06, ,USD,High,Unemployment Claims,228K,200K,246K
478,2023-04-06,21:00,CAD,Medium,Ivey PMI,58.2,52.0,51.6
479,2023-04-06,21:30,USD,Low,Natural Gas Storage,-23B,-20B,-47B
480,2023-04-06, ,GBP,Low,Housing Equity Withdrawal q/q,-14.9B,2.3B,-6.3B
481,2023-04-05,13:00,EUR,Low,German Factory Orders m/m,4.8%,0.2%,0.5%
482,2023-04-05,14:45,EUR,Low,Italian Services PMI,55.7,53.8,51.6
483,2023-04-05,0:30,USD,Low,FOMC Member Cook Speaks,,,
484,2023-04-05,13:45,EUR,Low,French Industrial Production m/m,1.2%,0.5%,-1.4%
485,2023-04-05,All Day,CNY,Non-Economic,Bank Holiday,,,
486,2023-04-05,9:30,AUD,High,RBA Gov Lowe Speaks,,,
487,2023-04-05, ,NZD,High,RBNZ Rate Statement,,,
488,2023-04-05,9:00,NZD,High,Official Cash Rate,5.25%,5.00%,4.75%
489,2023-04-05,14:55,EUR,Low,German Final Services PMI,,53.9,53.9
490,2023-04-05,14:50,EUR,Low,French Final Services PMI,53.9,55.5,55.5
491,2023-04-05,14:15,EUR,Low,Spanish Services PMI,59.4,57.6,56.7
492,2023-04-05,15:00,EUR,Low,Final Services PMI,55.0,55.6,55.6
493,2023-04-05, ,USD,Low,Trade Balance,-70.5B,-68.9B,-68.7B
494,2023-04-05,21:30,USD,Low,Crude Oil Inventories,-3.7M,-1.6M,-7.5M
495,2023-04-05,21:00,USD,High,ISM Services PMI,51.2,54.3,55.1
496,2023-04-05,20:45,USD,Low,Final Services PMI,52.6,53.8,53.8
497,2023-04-05,15:30,GBP,Low,Final Services PMI,,52.8,52.8
498,2023-04-05,19:30,CAD,Low,Trade Balance,0.4B,1.5B,1.2B
499,2023-04-05,16:15,GBP,Low,MPC Member Tenreyro Speaks,,,
500,2023-04-05,16:00,EUR,Low,Italian Retail Sales m/m,-0.1%,0.5%,1.7%
501,2023-04-05,19:15,USD,High,ADP Non-Farm Employment Change,145K,208K,261K
502,2023-04-04,14:00,EUR,Low,Spanish Unemployment Change,-48.8K,8.5K,2.6K
503,2023-04-04,3:15,USD,Low,FOMC Member Cook Speaks,,,
504,2023-04-04,5:00,NZD,Low,NZIER Business Confidence,,,-70
505,2023-04-04,6:50,JPY,Low,Monetary Base y/y,-1.0%,2.0%,-1.6%
506,2023-04-04,All Day,CNY,Non-Economic,Bank Holiday,,,
507,2023-04-04,23:30,AUD,High,Cash Rate,,3.60%,3.60%
508,2023-04-04, ,AUD,High,RBA Rate Statement,,,
509,2023-04-04,13:00,EUR,Low,German Trade Balance,16.0B,16.8B,16.0B
510,2023-04-04,10:35,JPY,Low,10-y Bond Auction,,,0.50|7.6
511,2023-04-04,16:00,EUR,Low,PPI m/m,,-0.5%,-2.8%
512,2023-04-04,19:30,CAD,Low,Building Permits m/m,8.6%,2.2%,-3.7%
513,2023-04-04,21:00,USD,High,JOLTS Job Openings,9.93M,10.49M,10.56M
514,2023-04-04, ,USD,Low,Factory Orders m/m,-0.7%,-0.4%,-2.1%
515,2023-04-04, ,USD,Low,IBD/TIPP Economic Optimism,,47.2,46.9
516,2023-04-04,21:28,NZD,Low,GDT Price Index,,,-2.6%
517,2023-04-04,21:30,GBP,Low,MPC Member Pill Speaks,,,
518,2023-04-04,16:15,GBP,Low,MPC Member Tenreyro Speaks,,,
519,2023-04-03, ,AUD,Low,Retail Sales m/m,,0.2%,0.2%
520,2023-04-03,14:15,EUR,Low,Spanish Manufacturing PMI,51.3,50.1,50.7
521,2023-04-03,13:45,EUR,Low,French Gov Budget Balance,,,-21.1B
522,2023-04-03, ,CHF,High,CPI m/m,0.2%,0.4%,0.7%
523,2023-04-03,13:30,AUD,Low,Commodity Prices y/y,,,4.7%
524,2023-04-03,8:45,CNY,Low,Caixin Manufacturing PMI,50.0,51.4,51.6
525,2023-04-03,6:50,JPY,Low,Tankan Manufacturing Index,1,3,7
526,2023-04-03, ,AUD,Low,Building Approvals m/m,4.0%,10.4%,-27.1%
527,2023-04-03,8:00,AUD,Low,MI Inflation Gauge m/m,,,0.4%
528,2023-04-03,7:30,JPY,Low,Final Manufacturing PMI,49.2,48.6,48.6
529,2023-04-03, ,JPY,Low,Tankan Non-Manufacturing Index,,20,19
530,2023-04-03,14:45,EUR,Low,Italian Manufacturing PMI,,51.1,52.0
531,2023-04-03,14:30,CHF,Low,Manufacturing PMI,47.0,48.5,48.9
532,2023-04-03,All Day,CNY,Non-Economic,Bank Holiday,,,
533,2023-04-03,14:50,EUR,Low,French Final Manufacturing PMI,47.3,47.7,47.7
534,2023-04-03,21:00,USD,High,ISM Manufacturing PMI,46.3,47.5,47.7
535,2023-04-03,14:55,EUR,Low,German Final Manufacturing PMI,,44.4,44.4
536,2023-04-03,21:30,CAD,Medium,BOC Business Outlook Survey,,,
537,2023-04-03,All Day,USD,Low,Wards Total Vehicle Sales,14.8M,14.5M,14.9M
538,2023-04-03, ,USD,Low,Construction Spending m/m,,0.0%,0.4%
539,2023-04-03, ,USD,Medium,ISM Manufacturing Prices,49.2,51.2,51.3
540,2023-04-03,8:30,AUD,Low,ANZ Job Advertisements m/m,,,-0.5%
541,2023-04-03,20:30,CAD,Low,Manufacturing PMI,,,52.4
542,2023-04-03,All Day,All,Medium,OPEC-JMMC Meetings,,,
543,2023-04-03,15:30,GBP,Low,Final Manufacturing PMI,,48.0,48.0
544,2023-04-03,20:45,USD,Low,Final Manufacturing PMI,,49.3,49.3
545,2023-04-03,15:00,EUR,Low,Final Manufacturing PMI,,47.1,47.1
546,2023-04-02,11:00,AUD,Non-Economic,Daylight Saving Time Shift,,,
547,2023-04-01,9:00,USD,Medium,FOMC Member Waller Speaks,,,
548,2023-04-01,21:00,NZD,Non-Economic,Daylight Saving Time Shift,,,
549,2023-04-01,4:45,USD,Low,FOMC Member Cook Speaks,,,
550,2023-04-01,2:05,USD,Low,FOMC Member Williams Speaks,,,
551,2023-03-31,13:00,EUR,Low,German Import Prices m/m,-2.4%,-1.0%,-1.2%
552,2023-03-31,12:00,JPY,Low,Housing Starts y/y,,-0.5%,6.6%
553,2023-03-31,13:45,EUR,Low,French Consumer Spending m/m,-0.8%,0.0%,1.7%
554,2023-03-31, ,EUR,Low,German Retail Sales m/m,-1.3%,0.5%,0.1%
555,2023-03-31, ,GBP,Low,Current Account,-2.5B,-17.5B,-12.7B
556,2023-03-31,8:30,CNY,Medium,Manufacturing PMI,,51.6,52.6
557,2023-03-31, ,CNY,Medium,Non-Manufacturing PMI,58.2,55.0,56.3
558,2023-03-31,6:30,JPY,Medium,Tokyo Core CPI y/y,3.2%,3.1%,3.3%
559,2023-03-31,7:30,AUD,Low,Private Sector Credit m/m,0.3%,0.4%,0.4%
560,2023-03-31, ,JPY,Low,Retail Sales y/y,6.6%,5.9%,5.0%
561,2023-03-31,6:50,JPY,Low,Prelim Industrial Production m/m,4.5%,2.8%,-5.3%
562,2023-03-31, ,JPY,Low,Unemployment Rate,2.6%,2.4%,2.4%
563,2023-03-31, ,GBP,Low,Nationwide HPI m/m,-0.8%,-0.3%,-0.5%
564,2023-03-31,2:45,USD,Medium,Treasury Sec Yellen Speaks,,,
565,2023-03-31,0:00,USD,Low,FOMC Member Kashkari Speaks,,,
566,2023-03-31,11:00,CHF,Medium,Gov Board Member Maechler Speaks,,,
567,2023-03-31, ,GBP,Low,Final GDP q/q,0.1%,0.0%,0.0%
568,2023-03-31, ,EUR,Medium,Core CPI Flash Estimate y/y,,5.7%,5.6%
569,2023-03-31, ,GBP,Low,Revised Business Investment q/q,-0.2%,4.8%,4.8%
570,2023-03-31, ,USD,High,Core PCE Price Index m/m,0.3%,0.4%,0.5%
571,2023-03-31,22:00,EUR,Medium,ECB President Lagarde Speaks,,,
572,2023-03-31, ,USD,Low,Revised UoM Inflation Expectations,,,3.8%
573,2023-03-31,21:00,USD,Medium,Revised UoM Consumer Sentiment,62.0,63.1,63.4
574,2023-03-31,13:30,CHF,Low,Retail Sales y/y,0.3%,-1.0%,-2.2%
575,2023-03-31, ,USD,Low,Personal Spending m/m,0.2%,0.3%,2.0%
576,2023-03-31, ,USD,Low,Personal Income m/m,0.3%,0.2%,0.6%
577,2023-03-31,20:45,USD,Medium,Chicago PMI,43.8,43.1,43.6
578,2023-03-31,19:30,CAD,High,GDP m/m,0.5%,0.4%,-0.1%
579,2023-03-31, ,EUR,Low,Unemployment Rate,,6.6%,6.6%
580,2023-03-31, ,EUR,Low,Italian Prelim CPI m/m,-0.3%,0.0%,0.2%
581,2023-03-31,16:00,EUR,Medium,CPI Flash Estimate y/y,6.9%,7.1%,8.5%
582,2023-03-31,14:55,EUR,Low,German Unemployment Change,16K,1K,6K
583,2023-03-31, ,EUR,Low,French Prelim CPI m/m,0.8%,0.6%,1.0%
584,2023-03-30,11:30,CAD,Low,Gov Council Member Gravelle Speaks,,,
585,2023-03-30,1:55,GBP,Low,MPC Member Mann Speaks,,,
586,2023-03-30,4:45,NZD,Low,Building Consents m/m,,,-5.2%
587,2023-03-30,7:00,NZD,Low,ANZ Business Confidence,,,-43.3
588,2023-03-30,All Day,EUR,High,German Prelim CPI m/m,0.8%,0.7%,0.8%
589,2023-03-30,14:00,CHF,Low,KOF Economic Barometer,98.2,100.4,98.9
590,2023-03-30, ,EUR,Medium,Spanish Flash CPI y/y,3.3%,3.9%,6.0%
591,2023-03-30, ,EUR,Low,Italian Monthly Unemployment Rate,8.0%,7.9%,8.0%
592,2023-03-30,15:00,EUR,Low,ECB Economic Bulletin,,,
593,2023-03-30,19:30,USD,High,Final GDP q/q,2.6%,2.7%,2.7%
594,2023-03-30, ,USD,High,Unemployment Claims,,196K,191K
595,2023-03-30, ,USD,Medium,Final GDP Price Index q/q,,3.9%,3.9%
596,2023-03-30,21:30,USD,Low,Natural Gas Storage,-47B,-55B,-72B
597,2023-03-30,16:10,EUR,Low,Italian 10-y Bond Auction,,,4.34|1.3
598,2023-03-29,16:30,GBP,Low,FPC Meeting Minutes,,,
599,2023-03-29,3:00,CAD,Low,Annual Budget Release,,,
600,2023-03-29,7:30,AUD,High,CPI y/y,6.8%,7.2%,7.4%
601,2023-03-29,13:00,EUR,Low,German GfK Consumer Climate,,-29.5,-30.6
602,2023-03-29,15:00,CHF,Low,Credit Suisse Economic Expectations,,,-12.3
603,2023-03-29,15:30,GBP,Low,M4 Money Supply m/m,-0.4%,0.9%,1.2%
604,2023-03-29,15:32,GBP,Low,Mortgage Approvals,44K,41K,40K
605,2023-03-29, ,GBP,Low,Net Lending to Individuals m/m,2.2B,3.7B,3.7B
606,2023-03-29, ,GBP,Low,FPC Statement,,,
607,2023-03-29,20:00,CHF,Low,SNB Quarterly Bulletin,,,
608,2023-03-29, ,CNY,Low,CB Leading Index m/m,,,0.0%
609,2023-03-29,21:00,USD,Medium,Pending Home Sales m/m,0.8%,-2.9%,8.1%
610,2023-03-29, ,USD,Low,FOMC Member Barr Speaks,,,
611,2023-03-29,21:30,USD,Low,Crude Oil Inventories,-7.5M,1.8M,1.1M
612,2023-03-28, ,USD,Low,Prelim Wholesale Inventories m/m,0.2%,-0.1%,-0.4%
613,2023-03-28,0:00,GBP,High,BOE Gov Bailey Speaks,,,
614,2023-03-28,4:00,USD,Low,FOMC Member Jefferson Speaks,,,
615,2023-03-28,6:01,GBP,Low,BRC Shop Price Index y/y,,,8.4%
616,2023-03-28,7:30,AUD,Low,Retail Sales m/m,,0.2%,1.8%
617,2023-03-28,23:00,JPY,Medium,BOJ Gov Kuroda Speaks,,,
618,2023-03-28,12:00,JPY,Low,BOJ Core CPI y/y,2.7%,3.0%,3.1%
619,2023-03-28,15:45,GBP,High,BOE Gov Bailey Speaks,,,
620,2023-03-28,19:30,USD,Low,Goods Trade Balance,-91.6B,-90.2B,-91.1B
621,2023-03-28, ,EUR,Low,German Buba President Nagel Speaks,,,
622,2023-03-28, ,USD,Low,HPI m/m,0.2%,-0.2%,-0.1%
623,2023-03-28, ,USD,Low,S&P/CS Composite-20 HPI y/y,,2.6%,4.6%
624,2023-03-28,20:59,USD,Medium,Richmond Manufacturing Index,-5,-10,-16
625,2023-03-28,21:00,USD,High,CB Consumer Confidence,104.2,101.0,103.4
626,2023-03-28, ,USD,Low,FOMC Member Barr Speaks,,,
627,2023-03-28,20:00,EUR,Medium,ECB President Lagarde Speaks,,,
628,2023-03-27, ,EUR,Low,M3 Money Supply y/y,2.9%,3.2%,3.5%
629,2023-03-27,17:00,GBP,Low,CBI Realized Sales,1,-2,2
630,2023-03-27,16:30,EUR,Low,German Buba President Nagel Speaks,,,
631,2023-03-27, ,EUR,Low,Private Loans y/y,3.2%,3.6%,3.6%
632,2023-03-27,15:00,EUR,Medium,German ifo Business Climate,93.3,91.0,91.1
633,2023-03-27,6:50,JPY,Low,SPPI y/y,,1.8%,1.6%
634,2023-03-26, ,EUR,Non-Economic,Daylight Saving Time Shift,,,
635,2023-03-26,8:00,CHF,Non-Economic,Daylight Saving Time Shift,,,
636,2023-03-26, ,GBP,Non-Economic,Daylight Saving Time Shift,,,
637,2023-03-24,7:30,JPY,Low,Flash Manufacturing PMI,48.6,48.2,47.7
638,2023-03-24, ,EUR,High,German Flash Services PMI,53.9,51.0,50.9
639,2023-03-24,15:30,EUR,High,German Flash Manufacturing PMI,44.4,47.1,46.3
640,2023-03-24, ,EUR,High,French Flash Services PMI,55.5,52.4,53.1
641,2023-03-24,15:15,EUR,High,French Flash Manufacturing PMI,47.7,48.1,47.4
642,2023-03-24,14:00,GBP,Medium,Retail Sales m/m,1.2%,0.2%,0.9%
643,2023-03-24, ,EUR,Medium,Flash Services PMI,55.6,52.6,52.7
644,2023-03-24,7:01,GBP,Low,GfK Consumer Confidence,-36,-35,-38
645,2023-03-24,2:00,USD,Medium,Treasury Sec Yellen Speaks,,,
646,2023-03-24,6:30,JPY,Medium,National Core CPI y/y,,3.1%,4.2%
647,2023-03-24, ,AUD,Low,Flash Services PMI,,,50.7
648,2023-03-24,5:00,AUD,Low,Flash Manufacturing PMI,,,50.5
649,2023-03-24,16:00,EUR,Medium,Flash Manufacturing PMI,47.1,48.9,48.5
650,2023-03-24,20:45,USD,High,Flash Manufacturing PMI,49.3,47.0,47.3
651,2023-03-24,16:15,EUR,Low,German Buba President Nagel Speaks,,,
652,2023-03-24, ,GBP,High,Flash Services PMI,,53.1,53.5
653,2023-03-24,All Day,EUR,High,Euro Summit,,,
654,2023-03-24,19:30,CAD,Medium,Core Retail Sales m/m,0.9%,0.6%,-0.7%
655,2023-03-24, ,CAD,Medium,Retail Sales m/m,1.4%,0.7%,0.0%
656,2023-03-24, ,USD,Medium,Core Durable Goods Orders m/m,0.0%,0.2%,0.8%
657,2023-03-24, ,USD,Medium,Durable Goods Orders m/m,-1.0%,0.4%,-5.0%
658,2023-03-24, ,USD,High,Flash Services PMI,53.8,50.3,50.6
659,2023-03-24,21:00,EUR,Low,Belgian NBB Business Climate,-7.6,-12.5,-12.8
660,2023-03-24,21:30,GBP,Low,MPC Member Mann Speaks,,,
661,2023-03-24,16:30,GBP,High,Flash Manufacturing PMI,48.0,49.8,49.3
662,2023-03-23,1:30,USD,High,FOMC Press Conference,,,
663,2023-03-23, ,CHF,High,SNB Policy Rate,,1.50%,1.00%
664,2023-03-23,15:30,CHF,High,SNB Monetary Policy Assessment,,,
665,2023-03-23, ,USD,Medium,Treasury Sec Yellen Speaks,,,
666,2023-03-23,0:00,EUR,Low,German Buba President Nagel Speaks,,,
667,2023-03-23, ,USD,High,Federal Funds Rate,,5.00%,4.75%
668,2023-03-23, ,USD,High,FOMC Statement,,,
669,2023-03-23,1:00,USD,High,FOMC Economic Projections,,,
670,2023-03-23,0:30,CAD,Low,BOC Summary of Deliberations,,,
671,2023-03-23,19:00,GBP,High,MPC Official Bank Rate Votes,,7-0-2,7-0-2
672,2023-03-23,16:00,CHF,High,SNB Press Conference,,,
673,2023-03-23, ,GBP,Low,BOE Inflation Letter,,,
674,2023-03-23, ,GBP,High,Monetary Policy Summary,,,
675,2023-03-23, ,GBP,High,Official Bank Rate,,4.25%,4.00%
676,2023-03-23,19:30,USD,High,Unemployment Claims,191K,198K,192K
677,2023-03-23, ,USD,Low,Current Account,-207B,-213B,-219B
678,2023-03-23,21:00,GBP,High,BOE Gov Bailey Speaks,,,
679,2023-03-23, ,USD,Medium,New Home Sales,640K,650K,633K
680,2023-03-23,21:30,USD,Low,Natural Gas Storage,-72B,-75B,-58B
681,2023-03-23,21:57,EUR,Low,Consumer Confidence,-19,-18,-19
682,2023-03-23,22:00,GBP,Low,MPC Member Mann Speaks,,,
683,2023-03-22,3:00,NZD,Low,Westpac Consumer Sentiment,,,75.6
684,2023-03-22,6:30,AUD,Low,MI Leading Index m/m,,,-0.1%
